Nation,Player,player_positions,Final_Overall,pace,shooting,passing,dribbling,defending,physic,Attack_Score,Midfield_Score,Defense_Score,Technical_Score,Athletic_Score,Overall_Percentile,Elite_Player,World_Class,Position_Group,Is_GK,Is_DEF,Is_MID,Is_ATT,Star_Player,Key_Player,Squad_Rank,Defender_Rating,Midfielder_Rating,Attacker_Rating,Importance_Score
Saudi Arabia,Saleh Al-Shehri,ST,69,65,70,60,67,31,72,67.6,65.69999999999999,47.4,63.5,68.5,0.22956730769230768,0,0,ATT,0,0,0,1,0,0,16.0,45.0,65.69999999999999,67.6,759.0
Saudi Arabia,Khalid Al-Ghannam,"CM,CDM",69,64,46,62,58,62,68,55.0,62.6,64.4,60.0,66.0,0.22956730769230768,0,0,MID,0,0,1,0,0,0,17.0,63.199999999999996,62.6,55.0,690.0
Saudi Arabia,Mohammed Abu Alshamat,"ST, LW",68,76,48,62,67,67,70,62.099999999999994,65.9,68.19999999999999,64.5,73.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,18.0,66.6,65.9,62.099999999999994,612.0
Saudi Arabia,Musab Al-Juwayr,"LW, RW",68,72,61,69,72,58,65,67.6,68.7,60.8,70.5,68.5,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,19.0,61.599999999999994,68.7,67.6,544.0
Saudi Arabia,Ayman Yahya,LB,68,72,44,58,62,66,68,57.8,62.199999999999996,66.80000000000001,60.0,70.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,20.0,64.80000000000001,62.199999999999996,57.8,476.0
Saudi Arabia,Alaa Al-Hejji,CB,68,64,38,52,50,68,70,49.400000000000006,56.8,68.8,51.0,67.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,21.0,65.2,56.8,49.4,408.0
Saudi Arabia,Ziyad Al-Johani,LB,67,69,58,67,70,64,68,64.9,68.19999999999999,65.6,68.5,68.5,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,22.0,65.4,68.19999999999999,64.9,335.0
Saudi Arabia,Sultan Mandash,"LB, RB",67,70,44,58,60,66,66,56.6,61.0,66.0,59.0,68.0,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,23.0,64.4,61.0,56.6,268.0
Saudi Arabia,Ahmed Alkassar,"CM, CDM",67,68,64,66,69,35,68,66.69999999999999,67.5,48.2,67.5,68.0,0.12740384615384615,0,0,MID,0,0,1,0,0,0,24.0,47.800000000000004,67.5,66.7,201.0
Saudi Arabia,Nawaf Boushal,"CM, CDM",67,68,52,64,64,66,68,60.4,65.19999999999999,66.80000000000001,64.0,68.0,0.12740384615384615,0,0,MID,0,0,1,0,0,0,25.0,66.0,65.19999999999999,60.400000000000006,134.0
Saudi Arabia,Jehad Thakri,"RW, LW",66,74,60,58,68,28,62,66.6,62.2,41.6,63.0,68.0,0.08854166666666667,0,0,ATT,0,0,0,1,0,0,26.0,40.800000000000004,62.2,66.6,66.0
Scotland,Scott McTominay,"CM, CDM",85,72,68,72,70,74,84,69.8,75.0,78.0,71.0,78.0,0.9507211538461539,1,0,MID,0,0,1,0,0,1,1.0,75.60000000000001,75.0,69.8,2210.0
Scotland,Andrew Robertson,LB,82,80,62,82,80,76,76,72.8,79.60000000000001,76.0,81.0,78.0,0.8854166666666666,0,0,DEF,0,1,0,0,0,0,2.0,77.2,79.60000000000001,72.8,2050.0
Scotland,John McGinn,"LM, RM, CAM, LB",81,69,77,78,80,77,83,75.5,80.1,79.4,79.0,76.0,0.8553685897435898,0,0,DEF,0,1,0,0,0,0,3.0,78.4,80.1,75.5,1944.0
Scotland,Ryan Christie,"CDM, CM, CAM",79,69,70,77,78,74,76,72.1,77.0,74.8,77.5,72.5,0.7772435897435898,0,0,MID,0,0,1,0,0,0,4.0,75.0,77.0,72.1,1817.0
Scotland,Lewis Ferguson,"CM, CDM, CAM",78,72,78,74,78,72,75,76.2,75.5,73.19999999999999,76.0,73.5,0.7323717948717948,0,0,MID,0,0,1,0,0,0,5.0,73.0,75.5,76.19999999999999,1716.0
Scotland,Che Adams,"ST, CF",77,80,74,64,74,32,74,75.8,70.0,48.8,69.0,77.0,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,6.0,46.8,70.0,75.8,1617.0
Scotland,Kieran Tierney,"LB, LM",77,76,60,75,76,75,73,69.6,74.69999999999999,74.2,75.5,74.5,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,7.0,74.6,74.69999999999999,69.6,1540.0
Scotland,Scott McKenna,CB,75,68,38,54,54,76,80,51.8,61.8,77.6,54.0,74.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,8.0,72.4,61.8,51.8,1425.0
Scotland,Kenny McLean,"CM,CDM",74,68,52,70,66,66,72,61.0,69.39999999999999,68.4,68.0,70.0,0.5224358974358975,0,0,MID,0,0,1,0,0,0,9.0,68.0,69.39999999999999,61.0,1332.0
Scotland,Jack Hendry,CB,74,66,36,52,54,74,76,50.400000000000006,59.8,74.8,53.0,71.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,10.0,70.0,59.8,50.400000000000006,1258.0
Scotland,Aaron Hickey,"RB, LB",74,82,60,68,72,74,72,70.19999999999999,70.39999999999999,73.2,70.0,77.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,11.0,72.4,70.39999999999999,70.19999999999999,1184.0
Scotland,John Souttar,CB,73,73,48,63,70,72,77,62.1,69.3,74.0,66.5,75.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,12.0,71.19999999999999,69.3,62.1,1095.0
Scotland,Lawrence Shankland,"ST, CAM",73,63,75,66,72,28,80,70.5,72.0,48.8,69.0,71.5,0.469150641025641,0,0,MID,0,0,1,0,0,0,13.0,46.0,72.0,70.5,1022.0
Scotland,Craig Gordon,GK,73,74,71,72,73,38,72,72.5,72.3,51.6,72.5,73.0,0.469150641025641,0,0,GK,1,0,0,0,0,0,14.0,51.6,72.3,72.5,949.0
Scotland,George Hirst,ST,72,68,68,54,62,28,78,66.19999999999999,63.6,48.0,58.0,73.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,15.0,43.2,63.6,66.2,864.0
Scotland,Angus Gunn,GK,72,50,11,44,46,11,72,33.2,53.0,35.4,45.0,61.0,0.40905448717948717,0,0,GK,1,0,0,0,0,0,16.0,29.8,53.0,33.199999999999996,792.0
Scotland,Anthony Ralston,"RB, RM",71,76,59,69,70,64,78,67.4,72.0,69.6,69.5,77.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,17.0,67.8,72.0,67.4,710.0
Scotland,Ross Stewart,ST,71,70,72,54,62,28,80,68.4,64.2,48.8,58.0,75.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,18.0,43.599999999999994,64.2,68.39999999999999,639.0
Scotland,Liam Kelly,"CM, CDM",71,72,69,68,72,35,70,70.8,69.8,49.0,70.0,71.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,19.0,48.6,69.8,70.8,568.0
Scotland,Nathan Patterson,RB,71,78,52,62,66,70,72,64.0,66.2,70.8,64.0,75.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,20.0,68.8,66.2,64.0,497.0
Scotland,Dominic Hyam,CB,71,62,34,48,50,70,74,47.2,56.400000000000006,71.6,49.0,68.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,21.0,66.4,56.400000000000006,47.2,426.0
Scotland,Ben Doak,"RW, LW",71,86,68,64,80,28,64,77.0,68.8,42.400000000000006,72.0,75.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,22.0,42.400000000000006,68.8,77.0,355.0
Scotland,Grant Hanley,CB,70,60,36,52,52,74,80,48.0,60.4,76.4,52.0,70.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,23.0,70.8,60.4,48.0,280.0
Scotland,Jordan Jones,"LW,RW",68,76,58,62,66,32,58,65.8,62.0,42.400000000000006,64.0,67.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,24.0,43.2,62.0,65.8,204.0
Scotland,Lyndon Dykes,ST,68,72,70,58,64,30,82,68.8,67.0,50.800000000000004,61.0,77.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,25.0,46.00000000000001,67.0,68.8,136.0
Scotland,Findlay Curtis,"LW, RW, LM",63,63,53,61,66,34,44,59.9,57.400000000000006,38.0,63.5,53.5,0.021634615384615384,0,0,MID,0,0,1,0,0,0,26.0,41.4,57.400000000000006,59.900000000000006,63.0
Senegal,Sadio Mané,"LM, RM, ST, LW",83,82,81,78,85,44,75,82.5,79.2,56.4,81.5,78.5,0.9118589743589743,0,0,MID,0,0,1,0,0,0,1.0,57.0,79.2,82.5,2158.0
Senegal,Kalidou Koulibaly,CB,82,74,48,62,65,82,84,60.900000000000006,69.5,82.8,63.5,79.0,0.8854166666666666,0,0,DEF,0,1,0,0,0,0,2.0,78.4,69.5,60.900000000000006,2050.0
Senegal,Nicolas Jackson,ST,80,82,77,69,79,40,77,79.1,74.39999999999999,54.8,74.0,79.5,0.8221153846153846,0,0,ATT,0,0,0,1,0,0,3.0,53.2,74.39999999999999,79.1,1920.0
Senegal,Édouard Mendy,GK,80,54,12,46,48,12,74,35.4,55.0,36.8,47.0,64.0,0.8221153846153846,0,0,GK,1,0,0,0,0,0,4.0,31.200000000000003,55.0,35.4,1840.0
Senegal,Pape Matar Sarr,"CM, CDM",79,68,66,76,78,77,76,70.19999999999999,76.6,76.6,77.0,72.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,5.0,76.6,76.6,70.19999999999999,1738.0
Senegal,Ismaïla Sarr,"CAM, RW, CM",79,91,78,76,78,28,69,81.9,74.5,44.400000000000006,77.0,80.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,6.0,45.800000000000004,74.5,81.9,1659.0
Senegal,Iliman Ndiaye,"LW, CAM",79,80,70,70,78,34,66,75.4,71.2,46.8,74.0,73.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,7.0,47.6,71.2,75.4,1580.0
Senegal,Idrissa Gana Gueye,"CDM, CM",79,60,59,70,73,80,70,63.5,70.9,76.0,71.5,65.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,8.0,76.0,70.9,63.5,1501.0
Senegal,Yehvann Diouf,GK,78,50,11,42,44,11,70,32.6,51.0,34.6,43.0,60.0,0.7323717948717948,0,0,GK,1,0,0,0,0,0,9.0,29.0,51.0,32.599999999999994,1404.0
Senegal,Lamine Camara,"CM, CDM",77,79,66,78,77,71,69,73.2,75.0,70.2,77.5,74.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,10.0,72.0,75.0,73.2,1309.0
Senegal,Pathé Ciss,"CDM, CM",77,72,56,66,66,72,74,63.8,68.4,72.8,66.0,73.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,11.0,71.2,68.4,63.8,1232.0
Senegal,Habib Diarra,"CM, CDM",77,72,58,68,70,66,70,65.8,69.2,67.6,69.0,71.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,12.0,67.2,69.2,65.8,1155.0
Senegal,Moussa Niakhaté,CB,77,68,48,63,64,77,80,58.800000000000004,68.4,78.19999999999999,63.5,74.0,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,13.0,74.8,68.4,58.8,1078.0
Senegal,Pape Gueye,"CDM, CM",76,73,66,73,75,74,80,70.80000000000001,75.7,76.4,74.0,76.5,0.624198717948718,0,0,MID,0,0,1,0,0,0,14.0,75.0,75.7,70.8,988.0
Senegal,Assane Diao,"LW, RW",76,84,70,66,78,28,66,76.6,69.6,43.2,72.0,75.0,0.624198717948718,0,0,ATT,0,0,0,1,0,0,15.0,43.2,69.6,76.6,912.0
Senegal,El Hadji Malick Diouf,"LB, LM",75,80,67,68,74,70,77,73.0,72.5,72.8,71.0,78.5,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,16.0,71.0,72.5,73.0,825.0
Senegal,Ismail Jakobs,"LB, LW",75,82,52,64,68,66,68,65.8,66.4,66.80000000000001,66.0,75.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,17.0,66.0,66.4,65.8,750.0
Senegal,Krepin Diatta,"RM, RW",74,88,69,67,76,57,67,76.80000000000001,69.7,61.0,71.5,77.5,0.5224358974358975,0,0,MID,0,0,1,0,0,0,18.0,60.99999999999999,69.7,76.8,666.0
Senegal,Abdoulaye Seck,CB,73,68,42,58,56,72,74,54.0,62.2,72.8,57.0,71.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,19.0,69.6,62.2,54.0,584.0
Senegal,Mamadou Sarr,CB,72,68,40,56,54,72,74,52.6,60.8,72.8,55.0,71.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,20.0,69.2,60.8,52.599999999999994,504.0
Senegal,Bamba Dieng,"ST, LW",71,82,74,60,72,28,72,75.8,67.19999999999999,45.6,66.0,77.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,21.0,43.2,67.19999999999999,75.8,426.0
Senegal,Ibrahim Mbaye,"LB,LW",71,74,50,64,62,66,68,60.8,64.6,66.80000000000001,63.0,71.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,22.0,66.0,64.6,60.8,355.0
Senegal,Cherif Ndiaye,ST,70,70,68,54,62,26,72,66.8,61.8,44.4,58.0,71.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,23.0,40.8,61.8,66.8,280.0
Senegal,Antoine Mendy,"CB, RB, RM",70,64,41,55,63,71,72,54.5,62.5,71.4,59.0,68.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,24.0,68.0,62.5,54.5,210.0
Senegal,Mory Diaw,GK,70,46,10,38,40,10,66,29.799999999999997,47.0,32.400000000000006,39.0,56.0,0.28205128205128205,0,0,GK,1,0,0,0,0,0,25.0,26.800000000000004,47.0,29.799999999999997,140.0
Senegal,Bara Ndiaye,GK,68,44,11,40,42,11,62,30.2,47.2,31.4,41.0,53.0,0.18028846153846154,0,0,GK,1,0,0,0,0,0,26.0,27.0,47.2,30.200000000000003,68.0
South Africa,Ronwen Williams,GK,77,50,11,44,46,11,70,33.2,52.4,34.6,45.0,60.0,0.6790865384615384,0,0,GK,1,0,0,0,0,0,1.0,29.400000000000002,52.4,33.199999999999996,2002.0
South Africa,Teboho Mokoena,"CM, CDM",74,72,64,70,72,68,74,68.8,71.8,70.4,71.0,73.0,0.5224358974358975,0,0,MID,0,0,1,0,0,0,2.0,69.6,71.8,68.8,1850.0
South Africa,Aubrey Modiba,"LB, LW",73,80,58,62,72,64,68,68.8,66.8,65.6,67.0,74.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,3.0,64.4,66.8,68.8,1752.0
South Africa,Lyle Foster,ST,72,78,76,62,74,30,74,76.0,69.2,47.6,68.0,76.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,4.0,45.199999999999996,69.2,76.0,1656.0
South Africa,Khuliso Mudau,RB,72,78,52,60,66,68,70,64.0,64.8,68.8,63.0,74.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,5.0,66.8,64.8,64.0,1584.0
South Africa,Themba Zwane,"CAM, LW",72,80,68,70,80,32,64,75.2,71.2,44.8,75.0,72.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,6.0,46.0,71.2,75.2,1512.0
South Africa,Bongokuhle Hlongwane,"LW, ST",71,82,70,60,76,28,66,75.39999999999999,66.6,43.2,68.0,74.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,7.0,42.0,66.6,75.39999999999999,1420.0
South Africa,Oswin Appollis,"LW, RW",71,84,66,60,78,28,62,75.0,66.0,41.6,69.0,73.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,8.0,41.2,66.0,75.0,1349.0
South Africa,Relebohile Mofokeng,"LW,RW",71,82,64,64,70,30,60,71.2,64.6,42.0,67.0,71.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,9.0,42.8,64.6,71.2,1278.0
South Africa,Iqraam Rayners,"ST,LW",71,76,68,62,66,30,64,69.8,63.8,43.6,64.0,70.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,10.0,43.2,63.8,69.8,1207.0
South Africa,Thalente Mbatha,"CM,CDM",70,68,52,66,62,62,68,59.8,65.4,64.4,64.0,68.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,11.0,64.0,65.4,59.8,1120.0
South Africa,Nkosinathi Sibisi,CB,70,66,38,54,52,70,72,50.6,58.8,70.8,53.0,69.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,12.0,67.2,58.8,50.6,1050.0
South Africa,Patrick Maswanganyi,"CAM, LW",70,78,64,66,76,32,62,71.80000000000001,67.8,44.0,71.0,70.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,13.0,44.800000000000004,67.8,71.8,980.0
South Africa,Evidence Makgopa,ST,70,74,66,60,62,28,66,67.2,62.39999999999999,43.2,61.0,70.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,14.0,42.0,62.39999999999999,67.2,910.0
South Africa,Darren Keet,GK,69,46,11,42,44,12,63,31.4,48.9,32.400000000000006,43.0,54.5,0.22956730769230768,0,0,GK,1,0,0,0,0,0,15.0,28.200000000000003,48.9,31.4,828.0
South Africa,Jayden Adams,"CM,CAM",68,70,54,64,62,48,62,61.2,62.8,53.599999999999994,63.0,66.0,0.18028846153846154,0,0,MID,0,0,1,0,0,0,16.0,54.0,62.8,61.2,748.0
South Africa,Thabang Matuludi,"CB,RB",68,68,42,54,52,66,68,52.8,57.6,66.80000000000001,53.0,68.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,17.0,64.0,57.6,52.800000000000004,680.0
South Africa,Ricardo Goss,GK,67,44,11,40,42,11,61,30.2,46.900000000000006,31.0,41.0,52.5,0.12740384615384615,0,0,GK,1,0,0,0,0,0,18.0,26.8,46.900000000000006,30.200000000000003,603.0
South Africa,Ime Okon,CB,67,77,30,44,59,68,70,52.8,56.3,68.8,51.5,73.5,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,19.0,63.599999999999994,56.3,52.8,536.0
South Africa,Bradley Cross,LB,66,68,42,56,54,64,66,53.4,58.400000000000006,64.8,55.0,67.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,20.0,62.800000000000004,58.400000000000006,53.400000000000006,462.0
South Africa,Mbekezeli Mbokazi,CB,66,62,36,50,48,66,68,47.39999999999999,54.8,66.80000000000001,49.0,65.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,21.0,63.2,54.8,47.4,396.0
South Africa,Kamogelo Sebelebele,"CM,CAM",66,68,52,62,58,46,60,58.6,60.2,51.599999999999994,60.0,64.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,22.0,51.99999999999999,60.2,58.6,330.0
South Africa,Sipho Chaine,GK,65,42,10,38,40,10,59,28.6,44.900000000000006,29.6,39.0,50.5,0.05448717948717949,0,0,GK,1,0,0,0,0,0,23.0,25.400000000000002,44.900000000000006,28.6,260.0
South Africa,Samukele Kabini,"RB,CB",65,68,42,52,50,62,64,52.2,55.0,62.8,51.0,66.0,0.05448717948717949,0,0,DEF,0,1,0,0,0,0,24.0,60.4,55.0,52.2,195.0
South Africa,Sphephelo Sithole,"CDM, CM",65,64,53,59,61,64,74,58.7,64.10000000000001,68.0,60.0,69.0,0.05448717948717949,0,0,MID,0,0,1,0,0,0,25.0,65.0,64.10000000000001,58.7,130.0
South Africa,Olwethu Makhanya,CB,57,74,32,42,44,56,64,48.2,49.2,59.2,43.0,69.0,0.0028044871794871795,0,0,DEF,0,1,0,0,0,0,26.0,54.800000000000004,49.2,48.2,57.0
South Korea,Son Heung-min,"LW, ST",85,89,87,82,88,38,74,87.9,81.4,52.400000000000006,85.0,81.5,0.9507211538461539,1,0,ATT,0,0,0,1,0,1,1.0,54.0,81.4,87.9,2210.0
South Korea,Kim Min-jae,CB,84,78,35,63,69,86,84,58.1,71.10000000000001,85.2,66.0,81.0,0.9314903846153846,0,0,DEF,0,1,0,0,0,0,2.0,81.0,71.10000000000001,58.099999999999994,2100.0
South Korea,Lee Kang-in,"CAM, CM",79,68,70,76,80,38,62,72.4,73.0,47.6,78.0,65.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,3.0,50.400000000000006,73.0,72.4,1896.0
South Korea,Hwang In-beom,"CM, CDM",77,72,62,72,74,66,72,68.6,72.6,68.4,73.0,72.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,4.0,68.4,72.6,68.6,1771.0
South Korea,Lee Jae-sung,"CAM, CM",77,72,64,72,74,50,70,69.39999999999999,72.0,58.0,73.0,71.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,5.0,58.4,72.0,69.4,1694.0
South Korea,Lee Dong-gyeong,"CM, CAM",75,72,62,70,72,50,68,68.0,70.0,57.2,71.0,70.0,0.5765224358974359,0,0,MID,0,0,1,0,0,0,6.0,57.6,70.0,68.0,1575.0
South Korea,Hwang Hee-chan,"ST, LW",75,86,78,68,80,30,72,81.0,72.8,46.8,74.0,79.0,0.5765224358974359,0,0,ATT,0,0,0,1,0,0,7.0,46.0,72.8,81.0,1500.0
South Korea,Jo Hyeon-woo,GK,75,50,11,44,46,11,70,33.2,52.4,34.6,45.0,60.0,0.5765224358974359,0,0,GK,1,0,0,0,0,0,8.0,29.400000000000002,52.4,33.199999999999996,1425.0
South Korea,Kim Seung-gyu,GK,74,48,12,44,46,12,68,33.0,51.8,34.400000000000006,45.0,58.0,0.5224358974358975,0,0,GK,1,0,0,0,0,0,9.0,29.6,51.8,33.0,1332.0
South Korea,Song Bum-keun,LB,74,74,46,58,62,70,68,59.2,62.199999999999996,69.2,60.0,71.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,10.0,67.2,62.199999999999996,59.2,1258.0
South Korea,Paik Seung-ho,"CM, CDM",72,68,58,70,70,66,70,64.6,70.0,67.6,70.0,69.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,11.0,67.6,70.0,64.6,1152.0
South Korea,Bae Jun-ho,"CM, CDM",71,70,56,68,68,64,70,63.8,68.6,66.4,68.0,70.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,12.0,66.0,68.6,63.800000000000004,1065.0
South Korea,Park Jin-seob,CB,71,62,36,48,50,72,74,48.0,56.400000000000006,72.8,49.0,68.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,13.0,67.6,56.400000000000006,48.0,994.0
South Korea,Seol Young-woo,"CDM,CM",71,68,50,66,62,64,70,58.99999999999999,66.0,66.4,64.0,69.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,14.0,65.6,66.0,59.0,923.0
South Korea,Eom Ji-sung,"LW, CAM",71,78,62,62,74,34,64,70.4,66.2,46.0,68.0,71.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,15.0,45.6,66.2,70.4,852.0
South Korea,Kim Jin-gyu,CB,71,62,36,48,52,72,74,48.599999999999994,57.0,72.8,50.0,68.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,16.0,67.6,57.0,48.6,781.0
South Korea,Oh Hyeon-gyu,ST,71,76,78,60,72,28,74,75.6,67.8,46.400000000000006,66.0,75.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,17.0,43.6,67.8,75.6,710.0
South Korea,Cho Wi-je,"LW,CAM",70,74,62,66,66,36,60,66.8,64.2,45.599999999999994,66.0,67.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,18.0,46.8,64.2,66.8,630.0
South Korea,Yang Hyun-jun,"LW, ST",70,84,72,64,78,30,68,77.4,69.4,45.2,71.0,76.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,19.0,44.400000000000006,69.4,77.4,560.0
South Korea,Jens Castrop,"CM, CAM",70,80,54,67,74,62,69,67.8,69.7,64.8,70.5,74.5,0.28205128205128205,0,0,MID,0,0,1,0,0,0,20.0,64.4,69.7,67.8,490.0
South Korea,Cho Gue-sung,ST,70,74,78,60,70,32,80,74.4,69.0,51.2,65.0,77.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,21.0,47.2,69.0,74.4,420.0
South Korea,Lee Gi-hyuk,CB,70,68,40,54,52,70,72,52.0,58.8,70.8,53.0,70.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,22.0,67.2,58.8,52.0,350.0
South Korea,Kim Moon-hwan,RB,69,74,48,60,62,68,68,60.0,62.99999999999999,68.0,61.0,71.0,0.22956730769230768,0,0,DEF,0,1,0,0,0,0,23.0,66.4,62.99999999999999,60.0,276.0
South Korea,Lee Tae-seok,CB,69,64,38,50,52,74,76,50.0,58.400000000000006,74.8,51.0,70.0,0.22956730769230768,0,0,DEF,0,1,0,0,0,0,24.0,69.6,58.400000000000006,50.0,207.0
South Korea,Lee Han-beom,GK,69,48,10,40,42,10,68,31.0,49.0,33.2,41.0,58.0,0.22956730769230768,0,0,GK,1,0,0,0,0,0,25.0,27.6,49.0,31.0,138.0
South Korea,Kim Tae-hyeon,GK,67,50,11,42,44,11,72,32.6,51.599999999999994,35.4,43.0,61.0,0.12740384615384615,0,0,GK,1,0,0,0,0,0,26.0,29.4,51.599999999999994,32.599999999999994,67.0
Spain,Rodrigo Hernández Cascante,"CDM, CM",90,65,80,86,84,86,85,76.7,85.1,85.6,85.0,75.0,0.9963942307692307,1,1,MID,0,0,1,0,1,1,1.0,85.8,85.1,76.7,2340.0
Spain,Lamine Yamal,"RW, LW",89,88,82,82,90,34,64,86.2,79.0,46.0,86.0,76.0,0.9895833333333334,1,0,ATT,0,0,0,1,1,1,2.0,49.60000000000001,79.0,86.2,2225.0
Spain,Pedri,"CM, CAM",89,77,73,85,91,78,77,79.6,84.39999999999999,77.6,88.0,77.0,0.9895833333333334,1,0,MID,0,0,1,0,1,1,3.0,79.19999999999999,84.39999999999999,79.6,2136.0
Spain,David Raya,GK,87,56,12,50,52,12,74,37.2,57.8,36.8,51.0,65.0,0.9743589743589743,1,0,GK,1,0,0,0,0,1,4.0,32.0,57.8,37.2,2001.0
Spain,Nico Williams,"LW, RW",86,93,76,80,87,36,66,84.4,77.89999999999999,48.0,83.5,79.5,0.9639423076923077,1,0,ATT,0,0,0,1,0,1,5.0,50.8,77.89999999999999,84.39999999999999,1892.0
Spain,Unai Simón,GK,85,52,11,48,50,11,74,35.0,56.400000000000006,36.2,49.0,63.0,0.9507211538461539,1,0,GK,1,0,0,0,0,1,6.0,31.0,56.400000000000006,35.0,1785.0
Spain,Fabián Ruiz,"CM, CAM",85,66,70,82,76,56,72,70.6,77.2,62.400000000000006,79.0,69.0,0.9507211538461539,1,0,MID,0,0,1,0,0,1,7.0,64.4,77.2,70.6,1700.0
Spain,Dani Olmo,"CAM, CM",85,73,79,83,87,50,56,79.6,76.1,52.400000000000006,85.0,64.5,0.9507211538461539,1,0,MID,0,0,1,0,0,1,8.0,57.800000000000004,76.1,79.6,1615.0
Spain,Marcos Llorente,"CM, RB",84,86,68,76,78,70,76,76.4,76.6,72.4,77.0,81.0,0.9314903846153846,0,0,DEF,0,1,0,0,0,0,9.0,72.4,76.6,76.4,1512.0
Spain,Alejandro Grimaldo,"LB, LW",84,84,68,78,80,72,70,76.4,76.2,71.19999999999999,79.0,77.0,0.9314903846153846,0,0,DEF,0,1,0,0,0,0,10.0,72.8,76.2,76.4,1428.0
Spain,Gavi,"CM, CDM",84,78,69,82,86,78,73,76.80000000000001,80.5,76.0,84.0,75.5,0.9314903846153846,0,0,MID,0,0,1,0,0,0,11.0,77.8,80.5,76.8,1344.0
Spain,Marc Cucurella,"LB, CB",84,76,46,68,70,76,72,62.2,69.8,74.4,69.0,74.0,0.9314903846153846,0,0,DEF,0,1,0,0,0,0,12.0,73.6,69.8,62.2,1260.0
